Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,Car_ID,Brand,Car_Age,Price_Per_Km,Mileage_kmkg,Mileage_kmpl,Fuel_Efficiency,Engine_In_CC,Car_Type,Power_In_BHP
Porsche Cayenne Base,Kochi,2019,14298,Petrol,Automatic,First,5,1.36 Cr,2.02,ZORO,Porsche,6,0.0001413,,13.33,medium,2995.0,Luxury Car,340.0
Maruti Swift Dzire Vdi,Hyderabad,2013,83327,Diesel,Manual,First,5,,5.8,6GOH,Maruti,12,6.96e-05,,19.3,high,1248.0,Sedan,73.9
Volkswagen Polo 1.2 Mpi Highline Plus,Hyderabad,2017,22857,Petrol,Manual,First,5,,6.9,LTZO,Volkswagen,8,0.0003019,,16.2,high,1199.0,Hatchback,74.0
Hyundai Verna 1.6 Vtvt,Chennai,2013,34620,Petrol,Manual,Second,5,,5.35,556P,Hyundai,12,0.0001545,,17.01,high,1591.0,Sedan,121.3
Hyundai I10 Era 1.1,Bangalore,2010,56000,Petrol,Manual,First,5,,2.85,TI6M,Hyundai,15,5.09e-05,,19.81,high,1086.0,Hatchback,68.05
Mercedes-Benz E-Class E250 Cdi Launch Edition,Chennai,2014,81000,Diesel,Automatic,First,5,,22.75,H3XI,Mercedes-Benz,11,0.0002809,,13.0,medium,2143.0,SUV,204.0
Maruti Zen Lxi,Jaipur,1998,95150,Petrol,Manual,Third,5,,0.45,R8G1,Maruti,27,4.7e-06,,17.3,high,993.0,Hatchback,60.0
Hyundai I10 Sportz,Coimbatore,2013,32776,Petrol,Manual,First,5,,4.64,CV36,Hyundai,12,0.0001416,,20.36,high,1197.0,Hatchback,78.9
Honda Amaze S I-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,5,,5.27,G89E,Honda,9,0.0001022,,25.8,high,1498.0,Sedan,98.6
Tata Safari Storme Vx,Jaipur,2016,36000,Diesel,Manual,First,7,,10.0,MA3N,Tata,9,0.0002778,,14.1,medium,2179.0,SUV,148.0
Honda Brio 1.2 S Mt,Mumbai,2015,22000,Petrol,Manual,First,5,6.23 Lakh,3.95,ENQ7,Honda,10,0.0001795,,18.5,high,1198.0,Hatchback,86.8
Hyundai I20 Asta,Kochi,2010,30754,Petrol,Manual,First,5,,3.38,CP9C,Hyundai,15,0.0001099,,17.0,high,1197.0,Hatchback,80.0
Volkswagen Jetta 2012-2014 1.4 Tsi,Coimbatore,2018,37109,Petrol,Manual,First,5,,16.8,VH7Y,Volkswagen,7,0.0004527,,14.69,medium,1390.0,Sedan,120.33
Honda Jazz Select Edition,Kolkata,2010,45000,Petrol,Manual,First,5,,1.99,WUK6,Honda,15,4.42e-05,,16.7,high,1198.0,Hatchback,88.8
Hyundai Grand I10 Sportz,Coimbatore,2017,33284,Petrol,Manual,First,5,,5.84,D7G9,Hyundai,8,0.0001755,,18.9,high,1197.0,Hatchback,82.0
Jaguar Xf Diesel,Coimbatore,2016,55115,Diesel,Automatic,First,5,,36.15,VX3J,Jaguar,9,0.0006559,,14.74,medium,2993.0,Luxury Car,270.9
Jaguar Xf 2.2 Litre Luxury,Kolkata,2014,18000,Diesel,Automatic,First,5,,25.7,XKAW,Jaguar,11,0.0014278,,16.36,high,2179.0,SUV,187.7
Mahindra Xuv500 W8 2Wd,Coimbatore,2013,130790,Diesel,Manual,First,7,,9.24,E23I,Mahindra,12,7.06e-05,,16.0,high,2179.0,SUV,140.0
Maruti S Cross Ddis 320 Alpha,Delhi,2015,16607,Diesel,Manual,First,5,,7.65,O99F,Maruti,10,0.0004606,,22.7,high,1598.0,Sedan,118.0
Audi A4 2.0 Tdi 177 Bhp Premium Plus,Coimbatore,2015,32205,Diesel,Automatic,First,5,,25.31,E6N1,Audi,10,0.0007859,,17.11,high,1968.0,SUV,174.33
Renault Duster 110Ps Diesel Rxz,Delhi,2013,67000,Diesel,Manual,First,5,,4.75,98Q2,Renault,12,7.09e-05,,19.01,high,1461.0,Sedan,108.45
Maruti Swift Dzire Vxi,Coimbatore,2014,57676,Petrol,Manual,First,5,,6.69,PYG2,Maruti,11,0.000116,,19.1,high,1197.0,Hatchback,85.8
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,Petrol,Manual,First,5,,3.1,85Q8,Volkswagen,13,7.56e-05,,16.47,high,1198.0,Hatchback,73.9
Maruti Omni 8 Seater Bsii,Jaipur,2012,65000,Petrol,Manual,First,8,,1.55,8ZLQ,Maruti,13,2.38e-05,,19.7,high,796.0,Hatchback,35.0
Hyundai Grand I10 1.2 Kappa Magna At,Coimbatore,2019,12153,Petrol,Automatic,First,5,7.98 Lakh,6.84,4HSE,Hyundai,6,0.0005628,,18.9,high,1197.0,Hatchback,81.86
Tata Nano Twist Xt,Hyderabad,2014,16810,Petrol,Manual,First,4,,1.6,4RLT,Tata,11,9.52e-05,,25.4,high,624.0,Hatchback,37.5
Audi A4 30 Tfsi Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,5,47.16 Lakh,21.73,404W,Audi,8,0.0003549,,17.84,high,1395.0,Sedan,147.51
Volkswagen Polo 1.2 Mpi Highline,Mumbai,2015,22000,Petrol,Manual,First,5,,4.75,74BY,Volkswagen,10,0.0002159,,16.47,high,1198.0,Hatchback,74.0
Maruti Alto 800 Lxi,Chennai,2015,63714,Petrol,Manual,First,5,,2.45,C138,Maruti,10,3.85e-05,,22.74,high,796.0,Hatchback,47.3
Mini Cooper 5 Door D,Kochi,2019,14857,Diesel,Automatic,First,5,41.98 Lakh,31.55,NEX1,Mini,6,0.0021236,,20.7,high,1496.0,Sedan,113.98
Audi A4 New 2.0 Tdi Multitronic,Delhi,2012,69000,Diesel,Automatic,Second,5,,10.25,X9UK,Audi,13,0.0001486,,15.2,high,1968.0,SUV,140.8
Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,7,35.29 Lakh,27.36,J3LU,Ford,6,0.0018678,,12.62,medium,2198.0,SUV,158.0
Ford Ecosport 1.5 Ti Vct Mt Titanium,Hyderabad,2013,100000,Petrol,Manual,Second,5,,6.5,WGZ7,Ford,12,6.5e-05,,15.8,high,1499.0,Sedan,110.0
Hyundai Grand I10 Magna,Jaipur,2016,22000,Petrol,Manual,First,5,,4.25,T25C,Hyundai,9,0.0001932,,18.9,high,1197.0,Hatchback,82.0
Chevrolet Sail 1.2 Ls,Mumbai,2014,10000,Petrol,Manual,First,5,,5.5,2FTQ,Chevrolet,11,0.00055,,18.2,high,1199.0,Hatchback,82.4
Maruti Swift Dzire Lxi,Kolkata,2015,107000,Petrol,Manual,First,5,,4.0,758E,Maruti,10,3.74e-05,,20.85,high,1197.0,Hatchback,83.14
Tata Zest Revotron 1.2T Xm,Kochi,2017,48198,Petrol,Manual,First,5,7.63 Lakh,4.65,LOL0,Tata,8,9.65e-05,,17.57,high,1193.0,Hatchback,88.7
Mercedes-Benz New C-Class C 220 Cdi Avantgarde,Delhi,2015,15000,Diesel,Automatic,First,5,,28.5,01NA,Mercedes-Benz,10,0.0019,,19.27,high,2143.0,SUV,170.0
Chevrolet Cruze Ltz,Coimbatore,2014,80073,Diesel,Manual,First,5,,7.11,JWJG,Chevrolet,11,8.88e-05,,17.3,high,1998.0,SUV,163.7
Maruti Ritz Vdi,Hyderabad,2013,85388,Diesel,Manual,First,5,,3.9,4CY4,Maruti,12,4.57e-05,,21.1,high,1248.0,Sedan,73.9
Hyundai Grand I10 1.2 Kappa Sportz Option,Jaipur,2017,14700,Petrol,Manual,First,5,,5.6,387O,Hyundai,8,0.000381,,18.9,high,1197.0,Hatchback,81.86
Maruti Dzire Ldi,Pune,2012,150000,Diesel,Manual,Third,5,7.91 Lakh,2.25,QR90,Maruti,13,1.5e-05,,28.4,high,1248.0,Sedan,73.75
Hyundai Verna 1.6 Sx,Kolkata,2011,34994,Diesel,Manual,First,5,,3.9,EP1M,Hyundai,14,0.0001114,,22.32,high,1582.0,Sedan,126.32
Jaguar Xf Diesel,Coimbatore,2014,82536,Diesel,Automatic,First,5,,28.63,GOVG,Jaguar,11,0.0003469,,14.74,medium,2993.0,Luxury Car,270.9
Skoda Superb Elegance 1.8 Tsi At,Delhi,2013,82000,Petrol,Automatic,First,5,,7.25,1HRL,Skoda,12,8.84e-05,,13.7,medium,1798.0,SUV,157.75
Maruti Wagon R Lxi,Pune,2006,52000,Petrol,Manual,Second,5,,2.0,ZP14,Maruti,19,3.85e-05,,18.9,high,998.0,Hatchback,67.1
Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,Manual,First,5,,3.5,GB05,Volkswagen,14,0.000175,,16.47,high,1198.0,Hatchback,73.9
Honda Civic 2010-2013 1.8 S Mt,Hyderabad,2011,55000,Petrol,Manual,First,5,,5.0,XCOG,Honda,14,9.09e-05,,14.8,medium,1799.0,SUV,130.2
Maruti Eeco Cng 5 Seater Ac,Ahmedabad,2015,47001,CNG,Manual,First,5,5.36 Lakh,3.72,RPG4,Maruti,10,7.91e-05,20.0,,medium,1196.0,Hatchback,63.0
Maruti Wagon R Vxi,Chennai,2014,52000,Petrol,Manual,First,5,5.51 Lakh,3.45,LNE3,Maruti,11,6.63e-05,,22.5,high,998.0,Hatchback,67.04
Maruti Swift Dzire Vdi,Kolkata,2013,43284,Diesel,Manual,First,5,,4.5,6GB7,Maruti,12,0.000104,,23.4,high,1248.0,Sedan,74.0
Hyundai Creta 1.6 Sx Plus Petrol Automatic,Coimbatore,2018,23875,Petrol,Automatic,First,5,,14.36,T7ED,Hyundai,7,0.0006015,,13.0,medium,1591.0,Sedan,121.3
Hyundai Grand I10 Asta,Bangalore,2016,51866,Petrol,Manual,First,5,,5.5,Z6DO,Hyundai,9,0.000106,,18.9,high,1197.0,Hatchback,82.0
Nissan Micra Diesel Xv Premium,Mumbai,2013,69000,Diesel,Manual,First,5,,3.0,L96P,Nissan,12,4.35e-05,,23.08,high,1461.0,Sedan,63.1
Hyundai Grand I10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,5,8.1 Lakh,6.08,FAEU,Hyundai,8,9.68e-05,,18.9,high,1197.0,Hatchback,81.86
Volkswagen Vento Diesel Highline,Chennai,2013,150000,Diesel,Manual,First,5,,5.0,DICZ,Volkswagen,12,3.33e-05,,20.54,high,1598.0,Sedan,103.6
Toyota Fortuner 4X2 At,Kochi,2015,47566,Diesel,Automatic,First,7,,20.25,HK3V,Toyota,10,0.0004257,,12.55,medium,2982.0,Luxury Car,168.5
Hyundai Santro Gs Zipdrive - Euro Ii,Chennai,2002,67000,Petrol,Manual,Third,5,,1.2,KWDN,Hyundai,23,1.79e-05,,16.697117834394906,high,999.0,Hatchback,97.10749623493976
Toyota Innova Crysta 2.8 Gx At,Pune,2018,20300,Diesel,Automatic,First,7,20.97 Lakh,18.0,Z872,Toyota,7,0.0008867,,11.36,medium,2755.0,Luxury Car,171.5
Mercedes-Benz A Class A180 Cdi,Pune,2015,48300,Diesel,Automatic,First,5,,17.5,7NRZ,Mercedes-Benz,10,0.0003623,,20.0,high,2143.0,SUV,107.3
Hyundai Eon D Lite,Pune,2013,30000,Petrol,Manual,First,5,,2.1,ECSF,Hyundai,12,7e-05,,21.1,high,814.0,Hatchback,55.2
Hyundai Elantra Crdi Sx,Bangalore,2012,36000,Diesel,Manual,Second,5,,7.5,ERIX,Hyundai,13,0.0002083,,22.7,high,1582.0,Sedan,126.24
Mini Cooper 3 Door D,Kochi,2015,27641,Diesel,Automatic,Second,4,34.89 Lakh,24.77,YW9I,Mini,10,0.0008961,,20.7,high,1496.0,Sedan,113.98
Renault Duster 110Ps Diesel Rxz Option,Bangalore,2015,60000,Diesel,Manual,First,5,,8.65,5XBQ,Renault,10,0.0001442,,19.64,high,1461.0,Sedan,108.45
Ford Endeavour 3.2 Titanium At 4X4,Chennai,2019,9000,Diesel,Automatic,First,7,,35.5,E3CM,Ford,6,0.0039444,,10.91,medium,3198.0,Luxury Car,197.0
Toyota Corolla Altis Gl Mt,Delhi,2014,60750,Petrol,Manual,First,5,,10.5,W7HQ,Toyota,11,0.0001728,,14.28,medium,1798.0,SUV,138.03
Mahindra Xuv500 W7,Delhi,2018,9000,Diesel,Manual,First,7,16.4 Lakh,13.0,DEMZ,Mahindra,7,0.0014444,,14.0,medium,2179.0,SUV,155.0
Bmw 7 Series 730Ld Design Pure Excellence Cbu,Kolkata,2012,41100,Diesel,Automatic,First,5,1.66 Cr,26.5,V1EH,Bmw,13,0.0006448,,16.77,high,2993.0,Luxury Car,261.49
Maruti Wagon R Lx Bsiii,Ahmedabad,2004,60000,Petrol,Manual,Second,5,,1.4,RLIF,Maruti,21,2.33e-05,,17.3,high,1061.0,Hatchback,64.0
Honda City I Vtec Sv,Kochi,2017,38424,Petrol,Manual,First,5,,7.51,TG8D,Honda,8,0.0001955,,17.8,high,1497.0,Sedan,117.3
Maruti Swift Vdi,Delhi,2014,50000,Diesel,Manual,First,5,,4.3,38EM,Maruti,11,8.6e-05,,22.9,high,1248.0,Sedan,74.0
Honda City I-Vtec Cvt Vx,Mumbai,2015,19000,Petrol,Automatic,First,5,15.29 Lakh,8.95,EOHY,Honda,10,0.0004711,,18.0,high,1497.0,Sedan,117.3
Maruti Ertiga Vdi,Kochi,2015,58734,Diesel,Manual,First,7,,6.91,4GJ1,Maruti,10,0.0001176,,20.77,high,1248.0,Sedan,88.76
Renault Duster 110Ps Diesel Rxz,Coimbatore,2016,65257,Diesel,Manual,First,5,,9.75,6Q1L,Renault,9,0.0001494,,19.01,high,1461.0,Sedan,108.45
Maruti Swift Dzire Vdi,Jaipur,2010,130000,Diesel,Manual,Second,5,,4.0,S9K9,Maruti,15,3.08e-05,,19.3,high,1248.0,Sedan,73.9
Maruti Ritz Vdi,Hyderabad,2011,79000,Diesel,Manual,First,5,,3.65,74GT,Maruti,14,4.62e-05,,23.2,high,1248.0,Sedan,73.94
Mahindra Xuv500 W8 4Wd,Chennai,2013,78000,Diesel,Manual,First,7,,10.75,4FWL,Mahindra,12,0.0001378,,15.1,high,2179.0,SUV,140.0
Honda Brio S Mt,Kochi,2015,49133,Petrol,Manual,First,5,,4.51,A3PJ,Honda,10,9.18e-05,,19.4,high,1198.0,Hatchback,86.8
Mercedes-Benz M-Class Ml 350 4Matic,Coimbatore,2016,22769,Diesel,Automatic,First,5,,49.22,UXHH,Mercedes-Benz,9,0.0021617,,18.113183297180043,high,2987.0,Luxury Car,165.0
Tata Manza Club Class Quadrajet90 Ls,Coimbatore,2014,54448,Diesel,Manual,First,5,,3.7,708Z,Tata,11,6.8e-05,,21.02,high,1248.0,Sedan,88.8
Toyota Innova 2.5 V Diesel 7-Seater,Hyderabad,2014,158793,Diesel,Manual,First,7,,12.99,NFWL,Toyota,11,8.18e-05,,12.8,medium,2494.0,SUV,102.0
Maruti Swift Vxi,Delhi,2015,62088,Petrol,Manual,First,5,,4.15,AY54,Maruti,10,6.68e-05,,18.6,high,1197.0,Hatchback,85.8
Hyundai Verna 1.6 Ex Vtvt,Kolkata,2012,14800,Petrol,Manual,First,5,,4.4,FMQG,Hyundai,13,0.0002973,,17.01,high,1591.0,Sedan,121.3
Honda Mobilio S I Vtec,Kolkata,2015,26000,Petrol,Manual,First,7,,4.25,VPFC,Honda,10,0.0001635,,17.3,high,1497.0,Sedan,117.3
Honda Amaze S I-Vtech,Mumbai,2017,32005,Petrol,Manual,First,5,,4.25,XFU8,Honda,8,0.0001328,,18.0,high,1198.0,Hatchback,86.7
Honda City I-Vtec Cvt Vx,Jaipur,2017,35000,Petrol,Automatic,First,5,14.67 Lakh,7.7,N8QU,Honda,8,0.00022,,18.0,high,1497.0,Sedan,117.3
Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,Diesel,Automatic,First,5,,39.75,K3LE,Land Rover,10,0.0007644,,12.7,medium,2179.0,SUV,187.7
Honda City I-Vtec V,Mumbai,2017,11000,Petrol,Manual,First,5,12.57 Lakh,8.5,JQGT,Honda,8,0.0007727,,17.4,high,1497.0,Sedan,117.3
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,Petrol,Automatic,First,5,,7.0,6FTZ,Mercedes-Benz,17,0.0001129,,9.5,low,2997.0,Luxury Car,231.1
Ford Ikon 1.3 Flair,Chennai,2002,65134,Petrol,Manual,Third,5,,0.8,UO1N,Ford,23,1.23e-05,,13.8,medium,1299.0,Sedan,70.0
Toyota Fortuner 4X2 Manual,Delhi,2013,71000,Diesel,Manual,First,7,,15.25,DH1A,Toyota,12,0.0002148,,13.0,medium,2982.0,Luxury Car,168.5
Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,5,,2.25,MBB1,Maruti,17,4.38e-05,,19.0,high,998.0,Hatchback,66.1
Tata Sumo Ex,Kolkata,2016,46300,Diesel,Manual,First,7,,4.85,V8PS,Tata,9,0.0001048,,14.07,medium,1948.0,SUV,83.1
Honda City V At,Coimbatore,2012,60908,Petrol,Automatic,Second,5,,6.42,MGLM,Honda,13,0.0001054,,15.6,high,1497.0,Sedan,116.3
Nissan Micra Xv D,Chennai,2012,93450,Diesel,Manual,Second,5,9.48 Lakh,2.5,2LJA,Nissan,13,2.68e-05,,23.19,high,1461.0,Sedan,63.12
Hyundai Verna Sx Crdi At,Hyderabad,2011,104000,Diesel,Automatic,First,5,,5.75,PO0P,Hyundai,14,5.53e-05,,19.08,high,1582.0,Sedan,126.32
Maruti 800 Std,Pune,2003,52000,Petrol,Manual,First,4,,0.5,L0LT,Maruti,22,9.6e-06,,16.1,high,796.0,Hatchback,37.0
Mahindra Xuv500 W8 4Wd,Coimbatore,2015,42999,Diesel,Manual,First,7,,11.52,N56W,Mahindra,10,0.0002679,,15.1,high,2179.0,SUV,140.0
Maruti Sx4 Vdi,Delhi,2014,90000,Diesel,Manual,First,5,,4.5,8VBF,Maruti,11,5e-05,,21.5,high,1248.0,Sedan,88.8
Hyundai I20 Sportz At 1.4,Bangalore,2013,72000,Petrol,Automatic,First,5,,4.75,RF79,Hyundai,12,6.6e-05,,15.0,medium,1396.0,Sedan,98.6
Hyundai Creta 1.6 Crdi Sx,Coimbatore,2019,54321,Diesel,Manual,First,5,,13.54,X9FJ,Hyundai,6,0.0002493,,19.67,high,1582.0,Sedan,126.2
Mercedes-Benz E-Class E250 Cdi Avantgrade,Kochi,2015,59630,Diesel,Automatic,First,5,,23.41,AMDT,Mercedes-Benz,10,0.0003926,,13.0,medium,2143.0,SUV,201.1
Toyota Fortuner 4X2 At,Hyderabad,2013,116000,Diesel,Automatic,Second,7,,19.25,H598,Toyota,12,0.0001659,,12.55,medium,2982.0,Luxury Car,168.5
Volvo S60 D4 Kinetic,Ahmedabad,2015,34000,Diesel,Automatic,First,5,,20.0,MM6W,Volvo,10,0.0005882,,9.0,low,1984.0,SUV,181.0
Mercedes-Benz E-Class 2009-2013 E250 Cdi Avantgarde,Delhi,2011,70000,Diesel,Automatic,First,5,,13.0,RJBJ,Mercedes-Benz,14,0.0001857,,14.21,medium,2143.0,SUV,203.0
Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,Petrol,Manual,First,5,,3.99,0IF6,Honda,15,4.99e-05,,10.2,medium,2354.0,SUV,180.0
Honda Amaze S I-Dtech,Pune,2015,110000,Diesel,Manual,First,5,,4.65,UNB5,Honda,10,4.23e-05,,25.8,high,1498.0,Sedan,98.6
Maruti Dzire Zdi,Ahmedabad,2013,56454,Diesel,Manual,First,5,8.95 Lakh,4.65,ADSD,Maruti,12,8.24e-05,,28.4,high,1248.0,Sedan,73.75
Maruti Swift Lxi,Kolkata,2013,60000,Petrol,Manual,First,5,,3.15,JDL9,Maruti,12,5.25e-05,,18.6,high,1197.0,Hatchback,85.8
Toyota Corolla Altis G Hv At,Delhi,2013,56000,Petrol,Automatic,First,5,,8.25,Z8CD,Toyota,12,0.0001473,,14.53,medium,1798.0,SUV,138.1
Land Rover Range Rover Vogue Se 4.4 Sdv8,Bangalore,2012,63000,Diesel,Automatic,Second,5,,65.0,6DBN,Land Rover,13,0.0010317,,11.49,medium,4367.0,Sports Car,335.3
Maruti Swift Vdi,Chennai,2012,63000,Diesel,Manual,First,5,,4.5,SWKO,Maruti,13,7.14e-05,,22.9,high,1248.0,Sedan,74.0
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,5,23.19 Lakh,17.5,UWHF,Jeep,8,0.0011628,,16.3,high,1956.0,SUV,170.0
Maruti Swift Vxi Bsiv,Mumbai,2016,29401,Petrol,Manual,First,5,,4.31,OZW2,Maruti,9,0.0001466,,20.4,high,1197.0,Hatchback,81.8
Honda Jazz 1.2 Sv I Vtec,Kochi,2016,25238,Petrol,Manual,First,5,,6.2,0IW1,Honda,9,0.0002457,,18.7,high,1199.0,Hatchback,88.7
Toyota Etios Gd,Chennai,2011,79000,Diesel,Manual,First,5,,4.67,YGM8,Toyota,14,5.91e-05,,23.59,high,1364.0,Sedan,127.9431071655041
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,First,5,,3.32,080F,Volkswagen,14,5.65e-05,,16.47,high,1198.0,Hatchback,73.9
Honda Civic 2006-2010 1.8 V At,Delhi,2011,62000,Petrol,Automatic,First,5,,3.75,8Q16,Honda,14,6.05e-05,,12.9,medium,1799.0,SUV,130.0
Toyota Etios G Sp,Bangalore,2013,132000,Petrol,Manual,First,5,,4.7,LGSU,Toyota,12,3.56e-05,,16.78,high,1496.0,Sedan,88.73
Hyundai Verna 1.6 Sx Vtvt,Chennai,2016,51000,Petrol,Manual,First,5,,6.5,VQGA,Hyundai,9,0.0001275,,17.01,high,1591.0,Sedan,121.3
Toyota Innova 2.5 G4 Diesel 8-Seater,Hyderabad,2009,185200,Diesel,Manual,First,8,,7.25,WB2C,Toyota,16,3.91e-05,,12.8,medium,2494.0,SUV,102.0
Maruti Sx4 S Cross Ddis 320 Zeta,Coimbatore,2016,61717,Diesel,Manual,First,5,,8.94,8P7W,Maruti,9,0.0001449,,22.7,high,1598.0,Sedan,118.0
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,5,8.24 Lakh,7.34,QA06,Ford,7,0.0008251,,19.0,high,1194.0,Hatchback,94.68
Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,Manual,First,5,,6.9,9FUP,Maruti,9,0.0004059,,21.4,high,1197.0,Hatchback,83.1
Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,5,8.71 Lakh,5.9,72E3,Honda,9,0.000188,,18.2,high,1199.0,Hatchback,88.7
Hyundai Verna 1.6 Crdi Ex At,Pune,2013,114000,Diesel,Automatic,First,5,,6.75,B9L2,Hyundai,12,5.92e-05,,22.32,high,1582.0,Sedan,126.3
Honda Amaze Vx I-Dtec,Ahmedabad,2014,81000,Diesel,Manual,First,5,,4.1,PPLH,Honda,11,5.06e-05,,25.8,high,1498.0,Sedan,98.6
Audi Q3 30 Tdi Premium Fwd,Mumbai,2017,31000,Diesel,Automatic,First,5,44.75 Lakh,27.0,CZIW,Audi,8,0.000871,,18.51,high,1968.0,SUV,147.51
Skoda Rapid 2013-2016 1.6 Mpi Ambition,Mumbai,2014,35000,Petrol,Manual,First,5,,4.5,H3LO,Skoda,11,0.0001286,,15.0,medium,1598.0,Sedan,103.52
Audi A4 2.0 Tdi 177 Bhp Premium Plus,Kolkata,2013,60001,Diesel,Automatic,First,5,,14.5,FAML,Audi,12,0.0002417,,17.11,high,1968.0,SUV,174.33
Maruti Swift Dzire Vdi,Jaipur,2014,75074,Diesel,Manual,First,5,,5.25,8SNX,Maruti,11,6.99e-05,,23.4,high,1248.0,Sedan,74.0
Tata Indica Vista Quadrajet Ls,Kolkata,2012,80000,Diesel,Manual,Second,5,,1.2,R19M,Tata,13,1.5e-05,,22.3,high,1248.0,Sedan,74.0
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Diesel,Manual,Second,8,,4.95,HTOO,Toyota,19,3.36e-05,,12.99,medium,2494.0,SUV,100.6
Renault Duster 110Ps Diesel Rxz Plus,Hyderabad,2013,60000,Diesel,Manual,First,5,,7.5,AGMB,Renault,12,0.000125,,19.64,high,1461.0,Sedan,108.45
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,4,87.57 Lakh,48.0,HXUP,Mercedes-Benz,10,0.0063991,,10.0,medium,2996.0,Luxury Car,333.0
Honda Amaze S I-Dtech,Delhi,2015,58000,Diesel,Manual,First,5,,4.45,FZ1E,Honda,10,7.67e-05,,25.8,high,1498.0,Sedan,98.6
Mercedes-Benz Gle 350D,Coimbatore,2018,29277,Diesel,Automatic,First,5,95.13 Lakh,59.65,ZQ0G,Mercedes-Benz,7,0.0020374,,11.57,medium,2987.0,Luxury Car,254.79
Maruti Ritz Vdi,Kochi,2015,57034,Diesel,Manual,First,5,,4.38,2UXN,Maruti,10,7.68e-05,,23.2,high,1248.0,Sedan,73.94
Maruti Ciaz Zdi Plus Shvs,Kochi,2016,40810,Diesel,Manual,First,5,,7.9,2MG5,Maruti,9,0.0001936,,28.09,high,1248.0,Sedan,88.5
Hyundai Santro Xing Gl,Bangalore,2008,35268,Petrol,Manual,Second,5,,1.88,63GH,Hyundai,17,5.33e-05,,16.697117834394906,high,1086.0,Hatchback,62.0
Bmw 5 Series 520D Sedan,Mumbai,2008,81000,Diesel,Automatic,Second,4,,10.5,C2Q3,Bmw,17,0.0001296,,18.48,high,1953.4194214876034,SUV,127.9431071655041
Maruti Baleno Delta Cvt,Coimbatore,2018,34630,Petrol,Automatic,First,5,8.57 Lakh,7.29,NTOD,Maruti,7,0.0002105,,21.4,high,1197.0,Hatchback,83.1
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,5,,6.0,TBLX,Ford,13,0.000133,,23.5,high,1498.0,Sedan,88.7
Mahindra Xuv500 W8 2Wd,Chennai,2011,126000,Diesel,Manual,Third,7,,6.7,KFOS,Mahindra,14,5.32e-05,,16.0,high,2179.0,SUV,140.0
Maruti Alto Lxi,Jaipur,2009,63000,Petrol,Manual,First,5,,1.5,8B24,Maruti,16,2.38e-05,,19.7,high,796.0,Hatchback,46.3
Mini Cooper 3 Door D,Kochi,2016,32298,Diesel,Automatic,First,4,35 Lakh,23.8,IZQ7,Mini,9,0.0007369,,20.7,high,1496.0,Sedan,113.98
Mahindra Xuv500 W8 4Wd,Kochi,2014,63288,Diesel,Manual,First,7,,7.77,8QEM,Mahindra,11,0.0001228,,15.1,high,2179.0,SUV,140.0
Hyundai Santro Xing Gls,Coimbatore,2012,43337,Petrol,Manual,First,5,,3.32,3GEX,Hyundai,13,7.66e-05,,17.92,high,1086.0,Hatchback,62.1
Maruti Swift Vdi,Kochi,2015,46561,Diesel,Manual,First,5,,4.94,9LPA,Maruti,10,0.0001061,,22.9,high,1248.0,Sedan,74.0
Mercedes-Benz A Class A180 Cdi,Delhi,2013,34000,Diesel,Automatic,Second,5,,11.0,11UR,Mercedes-Benz,12,0.0003235,,20.0,high,2143.0,SUV,107.3
Renault Kwid Rxt,Hyderabad,2016,48000,Petrol,Manual,First,5,,3.4,R009,Renault,9,7.08e-05,,25.17,high,799.0,Hatchback,53.3
Maruti Swift Vdi,Kochi,2013,56263,Diesel,Manual,First,5,,4.17,LFWS,Maruti,12,7.41e-05,,22.9,high,1248.0,Sedan,74.0
Maruti Zen Lxi,Hyderabad,2005,84060,Petrol,Manual,Second,5,,1.25,O87I,Maruti,20,1.49e-05,,17.3,high,993.0,Hatchback,60.0
Hyundai Grand I10 Magna At,Mumbai,2016,9000,Petrol,Automatic,First,5,,5.45,5B3Y,Hyundai,9,0.0006056,,18.9,high,1197.0,Hatchback,82.0
